energy eV,norm,nbkg,flat,fbkg,nder,nsec
4767.123,0.029711799,0.0297118,0.0297118,0.0297118,0.00019433259,-2.6807014e-05
4777.137,0.031657846,0.031657847,0.031657847,0.031657847,-7.4112853e-05,-2.7038075e-05
4787.138,0.02822843,0.028228431,0.028228431,0.028228431,-0.00034683449,-1.2496599e-05
4797.137,0.024721156,0.024721157,0.024721156,0.024721157,-0.00032404483,1.7698527e-06
4807.135,0.021748506,0.021748507,0.021748507,0.021748507,-0.00031144275,2.5245497e-06
4817.132,0.018493858,0.018493859,0.018493859,0.018493859,-0.00027356646,3.1287029e-06
4827.128,0.016279092,0.016279092,0.016279092,0.016279092,-0.00024889059,-4.1113113e-08
4837.13,0.013516544,0.013516544,0.013516544,0.013516544,-0.00027438864,1.5039323e-06
4847.134,0.010789673,0.010789673,0.010789673,0.010789673,-0.00021880292,3.19031e-06
4857.133,0.0091398291,0.0091398294,0.0091398293,0.0091398294,-0.00021057287,3.6773558e-07
4867.133,0.006578426,0.0065784262,0.0065784262,0.0065784262,-0.00021144858,2.9236691e-06
4877.132,0.004911069,0.0049110691,0.0049110691,0.0049110691,-0.00015210241,2.558957e-06
4887.131,0.0035366821,0.0035366822,0.0035366822,0.0035366822,-0.00016027456,-1.2817447e-06
4897.13,0.0017058984,0.0017058984,0.0017058984,0.0017058984,-0.00017773474,2.2427048e-06
4907.13,-1.7834949e-05,-1.7834935e-05,-1.783495e-05,-1.7834935e-05,-0.0001154227,6.120746e-06
4917.129,-0.00060244027,-0.00060244027,-0.00060244029,-0.00060244027,-5.5325938e-05,2.2967509e-06
4927.13,-0.0011243537,-0.0011243537,-0.0011243537,-0.0011243537,-6.9487686e-05,-2.2043733e-06
4937.131,-0.001992333,-0.001992333,-0.001992333,-0.001992333,-9.9417814e-05,6.2144026e-06
4939.126,-0.0023169698,-0.0023169699,-0.0023169699,-0.0023169699,5.0602874e-06,7.0027282e-05
4941.125,-0.0019721222,-0.0019721222,-0.0019721222,-0.0019721222,0.00018027115,1.2337354e-05
4943.124,-0.0015962457,-0.0015962458,-0.0015962458,-0.0015962458,5.4385029e-05,-6.0485918e-05
4945.125,-0.0017545821,-0.0017545821,-0.0017545821,-0.0017545821,-6.1672521e-05,-2.740595e-05
4947.137,-0.0018437376,-0.0018437376,-0.0018437376,-0.0018437376,-5.559505e-05,2.8157982e-05
4949.128,-0.001977129,-0.0019771291,-0.0019771291,-0.0019771291,5.1043883e-05,2.3583203e-05
4951.134,-0.0016397152,-0.0016397152,-0.0016397152,-0.0016397152,3.866701e-05,4.2181522e-05
4953.137,-0.001822113,-0.001822113,-0.0018221131,-0.001822113,0.0002201496,7.7094868e-05
4955.136,-0.00075867645,-0.00075867646,-0.00075867647,-0.00075867646,0.00034720067,-6.1625994e-06
4957.137,-0.00043331031,-0.00043331031,-0.00043331033,-0.00043331031,0.00019549921,-0.00017122605
4957.377,-0.00032056273,-0.00032056273,-0.00032056274,-0.00032056273,-3.6516912e-05,-0.00094862713
4957.624,-0.00045109405,-0.00045109405,-0.00045109406,-0.00045109405,-0.00026648221,-0.00080624059
4957.874,-0.00045300439,-0.00045300439,-0.0004530044,-0.00045300439,-0.00043721849,0.00095121787
4958.124,-0.00066970329,-0.0006697033,-0.00066970331,-0.0006697033,0.00020912673,0.0041316104
4958.374,-0.00034844103,-0.00034844102,-0.00034844104,-0.00034844102,0.0016285867,-0.00016537082
4958.623,0.00014296148,0.0001429615,0.00014296148,0.0001429615,0.00012660669,-0.0049408528
4958.873,-0.00028526429,-0.00028526428,-0.0002852643,-0.00028526428,-0.00083689886,0.00039274867
4959.125,-0.00027716175,-0.00027716174,-0.00027716176,-0.00027716174,0.00032376652,0.0025233959
4959.375,-0.0001227335,-0.00012273349,-0.0001227335,-0.00012273349,0.00042984588,0.0020915056
4959.625,-6.2238811e-05,-6.2238797e-05,-6.2238813e-05,-6.2238797e-05,0.0013695193,0.0017478485
4959.874,0.00056065664,0.00056065667,0.00056065665,0.00056065667,0.0013020223,-0.0031178046
4960.126,0.00059007436,0.00059007439,0.00059007437,0.00059007439,-0.00019250079,-0.0029707449
4960.375,0.00046421374,0.00046421377,0.00046421375,0.00046421377,-0.00018632092,0.0015135833
4960.626,0.00049691389,0.00049691392,0.00049691391,0.00049691392,0.00056429087,0.0022523729
4960.874,0.00074579488,0.00074579492,0.0007457949,0.00074579492,0.00093761315,-0.00024876092
4961.126,0.00096572047,0.00096572051,0.0009657205,0.00096572051,0.00043991041,0.00036384163
4961.378,0.00096750973,0.00096750977,0.00096750976,0.00096750977,0.0011209893,0.0012516662
4961.627,0.0015273361,0.0015273362,0.0015273362,0.0015273362,0.0010669952,-0.0017539399
4961.877,0.0014999403,0.0014999404,0.0014999404,0.0014999404,0.00024577332,-0.0018783451
4962.128,0.0016504686,0.0016504686,0.0016504686,0.0016504686,0.00012594427,0.00015663079
4962.375,0.0015626606,0.0015626606,0.0015626606,0.0015626606,0.00032377546,0.0025597933
4962.624,0.0018110612,0.0018110613,0.0018110612,0.0018110613,0.0013956018,0.0015003681
4962.876,0.002261857,0.0022618571,0.0022618571,0.0022618571,0.0010754599,-0.00045582825
4963.127,0.0023520175,0.0023520176,0.0023520176,0.0023520176,0.0011663202,-0.00073983347
